,name,accuracy,class,game_desc,effect_chance,generation,machines,crit_rate,type,power,pp,priority
122,smog,70,special,"The target is attacked with a
discharge of filthy gases.
This may also poison the target.",Inflicts regular damage.  Has a 40% chance to poison the target.,1,NA,0,poison,30,20,0
123,sludge,100,special,"Unsanitary sludge is hurled at the target.
This may also poison the target.",Inflicts regular damage.  Has a 30% chance to poison the target.,1,NA,0,poison,65,20,0
124,bone-club,85,physical,"The user clubs the target with a bone.
This may also make the target flinch.",Inflicts regular damage.  Has a 10% chance to make the target flinch.,1,NA,0,ground,65,20,0
125,fire-blast,85,special,"The target is attacked with an intense
blast of all-consuming fire.
This may also leave the target with a burn.",Inflicts regular damage.  Has a 10% chance to burn the target.,1,tm46,0,fire,110,5,0
126,waterfall,100,physical,"The user charges at the target and may make it
flinch. This can also be used to climb a waterfall.",Inflicts regular damage.  Has a 20% chance to make the target flinch.,1,hm07,0,water,80,15,0
127,clamp,85,physical,"The target is clamped and squeezed by
the user’s very thick and sturdy shell for
four to five turns.","Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",1,NA,0,water,35,15,0
128,swift,NA,special,"Star-shaped rays are shot at the opposing
Pokémon. This attack never misses.",Inflicts regular damage.  Ignores accuracy and evasion modifiers.,1,tm39,0,normal,60,20,0
129,skull-bash,100,physical,"The user tucks in its head to raise its
Defense in the first turn, then
rams the target on the next turn.","Inflicts regular damage.  Raises the user's Defense by one stage.  User then charges for one turn before attacking.

This move cannot be selected by sleep talk.",1,tm40,0,normal,130,10,0
130,spike-cannon,100,physical,"Sharp spikes are shot at the target
in rapid succession.
They hit two to five times in a row.","Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",1,NA,0,normal,20,15,0
131,constrict,100,physical,"The target is attacked with long, creeping
tentacles or vines.
This may also lower the target’s Speed stat.",Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.,1,NA,0,normal,10,35,0
132,amnesia,NA,status,"The user temporarily empties its mind to
forget its concerns.
This sharply raises the user’s Sp. Def stat.",Raises the user's Special Defense by two stages.,1,0,0,psychic,NA,20,0
133,kinesis,80,status,"The user distracts the target
by bending a spoon.
This lowers the target’s accuracy.",Lowers the target's accuracy by one stage.,1,NA,0,psychic,NA,15,0
134,soft-boiled,NA,status,"The user restores its own HP
by up to half of its max HP.
May also be used in the field to heal HP.",Heals the user for half its max HP.,1,tm41,0,normal,NA,10,0
135,high-jump-kick,90,physical,"The target is attacked with a knee kick
from a jump. If it misses, the user is
hurt instead.","Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect.",1,NA,0,fighting,130,10,0
136,glare,100,status,"The user intimidates the target with the
pattern on its belly to cause paralysis.",Paralyzes the target.,1,NA,0,normal,NA,30,0
137,dream-eater,100,special,"The user eats the dreams of a sleeping
target. It absorbs half the damage
caused to heal its own HP.",Fails if not used on a sleeping Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.,1,tm85,0,psychic,100,15,0
138,poison-gas,90,status,"A cloud of poison gas is sprayed
in the face of opposing Pokémon.
This may also poison those hit.",Poisons the target.,1,NA,0,poison,NA,40,0
139,barrage,85,physical,"Round objects are hurled at the target
to strike two to five times in a row.","Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",1,NA,0,normal,15,20,0
140,leech-life,100,physical,"The user drains the target’s blood.
The user’s HP is restored by half the
damage taken by the target.",Inflicts regular damage.  Drains half the damage inflicted to heal the user.,1,0,0,bug,80,10,0
141,lovely-kiss,75,status,"With a scary face, the user tries to
force a kiss on the target. If it
succeeds, the target falls asleep.",Puts the target to sleep.,1,NA,0,normal,NA,10,0
142,sky-attack,90,physical,"A second-turn attack move where
critical hits land more easily.
This may also make the target flinch.","Inflicts regular damage.  User charges for one turn before attacking.  Critical hit chance is one level higher than normal.  Has a 30% chance to make the target flinch.

This move cannot be selected by sleep talk.",1,tm43,1,flying,140,5,0
143,transform,NA,status,"The user transforms into a copy of the
target right down to having
the same move set.","User copies the target's species, weight, type, ability, calculated stats (except HP), and moves.  Copied moves will all have 5 PP remaining.  IVs are copied for the purposes of hidden power, but stats are not recalculated.

choice band, choice scarf, and choice specs stay in effect, and the user must select a new move.

This move cannot be copied by mirror move, nor forced by encore.",1,NA,0,normal,NA,10,0
144,bubble,100,special,"A spray of countless bubbles is jetted at
the opposing Pokémon.
This may also lower their Speed stats.",Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.,1,NA,0,water,40,30,0
145,dizzy-punch,100,physical,"The target is hit with rhythmically
launched punches. This may also
leave the target confused.",Inflicts regular damage.  Has a 20% chance to confuse the target.,1,NA,0,normal,70,10,0
146,spore,100,status,"The user scatters bursts of spores
that induce sleep.",Puts the target to sleep.,1,NA,0,grass,NA,15,0
147,flash,100,status,"The user flashes a bright light that cuts the
target’s accuracy.
It can also be used to illuminate dark caves.",Lowers the target's accuracy by one stage.,1,hm05,0,normal,NA,20,0
148,psywave,100,special,"The target is attacked with an odd
psychic wave.
The attack varies in intensity.","Inflicts typeless damage between 50% and 150% of the user's level, selected at random in increments of 10%.",1,tm46,0,psychic,NA,15,0
149,splash,NA,status,"The user just flops and splashes around
to no effect at all...","Does nothing.

This move cannot be used while gravity is in effect.",1,NA,0,normal,NA,40,0
150,acid-armor,NA,status,"The user alters its cellular structure to
liquefy itself, sharply raising its
Defense stat.",Raises the user's Defense by two stages.,1,NA,0,poison,NA,20,0
151,crabhammer,90,physical,"The target is hammered with a large pincer.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,1,NA,1,water,100,10,0
152,explosion,100,physical,"The user attacks everything around it
by causing a tremendous explosion.
The user faints upon using this move.","User faints, even if the attack fails or misses.  Inflicts regular damage.",1,tm64,0,normal,250,5,0
153,fury-swipes,80,physical,"The target is raked with sharp claws or
scythes quickly two to five times in a row.","Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",1,NA,0,normal,18,15,0
154,bonemerang,90,physical,"The user throws the bone it holds. The
bone loops to hit the target twice,
coming and going.",Inflicts regular damage.  Hits twice in one turn.,1,NA,0,ground,50,10,0
155,rest,NA,status,"The user goes to sleep for two turns.
This fully restores the user’s HP and
heals any status conditions.","User falls to sleep and immediately regains all its HP.  If the user has another major status effect, sleep will replace it.  The user will always wake up after two turns, or one turn with early bird.

This move fails if the Pokémon cannot fall asleep due to uproar, insomnia, or vital spirit.  It also fails if the Pokémon is at full health or is already asleep.",1,tm44,0,psychic,NA,10,0
156,rock-slide,90,physical,"Large boulders are hurled at the opposing
Pokémon to inflict damage. This may also make
the opposing Pokémon flinch.",Inflicts regular damage.  Has a 30% chance to make the target flinch.,1,tm80,0,rock,75,10,0
157,hyper-fang,90,physical,"The user bites hard on the target
with its sharp front fangs.
This may also make the target flinch.",Inflicts regular damage.  Has a 10% chance to make the target flinch.,1,NA,0,normal,80,15,0
158,sharpen,NA,status,"The user lowers its polygon count to
make itself more jagged, raising the
Attack stat.",Raises the user's Attack by one stage.,1,NA,0,normal,NA,30,0
159,conversion,NA,status,"The user changes its type to become the
same type as the move at the top of the
list of moves it knows.","User's type changes to the type of one of its moves, selected at random.  hidden power and weather ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail.",1,NA,0,normal,NA,30,0
160,tri-attack,100,special,"The user strikes with a simultaneous
three-beam attack. May also burn, freeze,
or leave the target with paralysis.","Inflicts regular damage.  Has a 20% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur.",1,tm49,0,normal,80,10,0
