,name,pokedex_id,attack,special-attack,defense,special-defense,speed,hp,type1,type2,list_of_moves,ability_name,height,weight,generation,evolutions
189,aipom,190,70,40,55,55,85,55,normal,normal,"[('double-slap', 'egg'), ('mega-punch', 'tutor'), ('fire-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('scratch', 1), ('cut', 'machine'), ('slam', 'egg'), ('mega-kick', 'tutor'), ('sand-attack', 6), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('tail-whip', 1), ('low-kick', 'tutor'), ('counter', 'egg'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('solar-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('agility', 'egg'), ('mimic', 'tutor'), ('screech', 'egg'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('metronome', 'tutor'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('fury-swipes', 19), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('nightmare', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('zap-cannon', 'machine'), ('detect', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('baton-pass', 12), ('pursuit', 'egg'), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('beat-up', 'egg'), ('fake-out', 'egg'), ('uproar', 'tutor'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('taunt', 'machine'), ('role-play', 'tutor'), ('revenge', 'egg'), ('brick-break', 'machine'), ('knock-off', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('astonish', 13), ('tickle', 25), ('aerial-ace', 'machine'), ('bounce', 'tutor'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('u-turn', 'machine'), ('payback', 'machine'), ('fling', 'machine'), ('last-resort', 'tutor'), ('seed-bomb', 'tutor'), ('switcheroo', 'egg'), ('nasty-plot', 39), ('shadow-claw', 'machine'), ('gunk-shot', 'tutor'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('double-hit', 32), ('hone-claws', 'machine'), ('low-sweep', 'machine'), ('foul-play', 'tutor'), ('round', 'machine'), ('quick-guard', 'egg'), ('acrobatics', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine'), ('tail-slap', 'egg')]",[],8,115,2,"[('aipom', '', 0), ('ambipom', 'level-up/condition', 1)]"
190,sunkern,191,30,30,30,30,30,30,grass,grass,"[('swords-dance', 'machine'), ('cut', 'machine'), ('double-edge', 'tutor'), ('absorb', 1), ('mega-drain', 10), ('leech-seed', 'egg'), ('growth', 4), ('razor-leaf', 29), ('solar-beam', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('light-screen', 'machine'), ('bide', 'egg'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'tutor'), ('curse', 'egg'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('giga-drain', 'tutor'), ('endure', 'egg'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('encore', 'egg'), ('sweet-scent', 'egg'), ('morning-sun', 'egg'), ('synthesis', 'tutor'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('facade', 'machine'), ('nature-power', 'machine'), ('helping-hand', 'tutor'), ('ingrain', 'egg'), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('grass-whistle', 'egg'), ('bullet-seed', 'machine'), ('natural-gift', 'egg'), ('worry-seed', 'tutor'), ('seed-bomb', 'tutor'), ('energy-ball', 'machine'), ('earth-power', 'tutor'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('after-you', 'tutor'), ('round', 'machine')]",[],3,18,2,"[('sunkern', '', 0), ('sunflora', 'use-item/condition', 1)]"
191,sunflora,192,75,105,55,85,30,75,grass,grass,"[('pound', 1), ('swords-dance', 'machine'), ('cut', 'machine'), ('double-edge', 'tutor'), ('hyper-beam', 'machine'), ('absorb', 1), ('mega-drain', 5), ('leech-seed', 17), ('growth', 4), ('razor-leaf', 10), ('solar-beam', 'machine'), ('petal-dance', 31), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('light-screen', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('sweet-scent', 'machine'), ('synthesis', 'tutor'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('facade', 'machine'), ('nature-power', 'machine'), ('helping-hand', 'tutor'), ('ingrain', 18), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('grass-whistle', 13), ('bullet-seed', 'machine'), ('natural-gift', 'machine'), ('worry-seed', 'tutor'), ('seed-bomb', 'tutor'), ('energy-ball', 'machine'), ('earth-power', 'tutor'), ('giga-impact', 'machine'), ('leaf-storm', 43), ('captivate', 'machine'), ('grass-knot', 'machine'), ('after-you', 'tutor'), ('round', 'machine')]",[],8,85,2,"[('sunkern', '', 0), ('sunflora', 'use-item/condition', 1)]"
192,yanma,193,65,75,45,45,95,65,bug,flying,"[('wing-attack', 37), ('whirlwind', 'egg'), ('headbutt', 'tutor'), ('tackle', 1), ('double-edge', 'egg'), ('supersonic', 31), ('sonic-boom', 19), ('solar-beam', 'machine'), ('string-shot', 'tutor'), ('toxic', 'machine'), ('psychic', 'machine'), ('hypnosis', 23), ('quick-attack', 7), ('mimic', 'tutor'), ('screech', 43), ('double-team', 'machine'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('leech-life', 'egg'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('reversal', 'egg'), ('protect', 'machine'), ('feint-attack', 'egg'), ('foresight', 1), ('detect', 'machine'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 'egg'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('ancient-power', 'tutor'), ('shadow-ball', 'machine'), ('uproar', 'tutor'), ('facade', 'machine'), ('secret-power', 'egg'), ('air-cutter', 'tutor'), ('silver-wind', 'egg'), ('signal-beam', 'tutor'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('feint', 'egg'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('air-slash', 54), ('bug-buzz', 57), ('defog', 'tutor'), ('captivate', 'machine'), ('bug-bite', 'tutor'), ('ominous-wind', 'tutor'), ('round', 'machine')]",[],12,380,2,"[('yanma', '', 0), ('yanmega', 'level-up/condition', 1)]"
193,wooper,194,45,25,45,25,15,55,water,ground,"[('ice-punch', 'machine'), ('slam', 11), ('double-kick', 'egg'), ('headbutt', 'tutor'), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('tail-whip', 1), ('mist', 51), ('water-gun', 1), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('counter', 'egg'), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('recover', 'egg'), ('defense-curl', 'tutor'), ('haze', 51), ('waterfall', 'machine'), ('amnesia', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('curse', 'egg'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'machine'), ('sandstorm', 'machine'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('dynamic-punch', 'tutor'), ('encore', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('ancient-power', 'egg'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('stockpile', 'egg'), ('spit-up', 'egg'), ('swallow', 'egg'), ('hail', 'machine'), ('facade', 'machine'), ('yawn', 31), ('secret-power', 'machine'), ('dive', 'machine'), ('mud-sport', 'egg'), ('muddy-water', 'machine'), ('mud-shot', 'machine'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('guard-swap', 'machine'), ('aqua-tail', 'tutor'), ('earth-power', 'machine'), ('mud-bomb', 19), ('captivate', 'machine'), ('sludge-wave', 'machine'), ('acid-spray', 'egg'), ('after-you', 'egg'), ('round', 'machine'), ('scald', 'machine'), ('bulldoze', 'machine')]",[],4,85,2,"[('wooper', '', 0), ('quagsire', 'level-up(20)', 1)]"
194,quagsire,195,85,65,85,65,35,95,water,ground,"[('mega-punch', 'machine'), ('ice-punch', 'machine'), ('slam', 11), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('tail-whip', 1), ('mist', 59), ('water-gun', 1), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('hyper-beam', 'machine'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('haze', 59), ('waterfall', 'machine'), ('amnesia', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('curse', 'machine'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'machine'), ('sandstorm', 'machine'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('dynamic-punch', 'tutor'), ('encore', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('ancient-power', 'tutor'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('hail', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('brick-break', 'machine'), ('yawn', 35), ('secret-power', 'machine'), ('dive', 'machine'), ('mud-sport', 1), ('rock-tomb', 'machine'), ('muddy-water', 'machine'), ('mud-shot', 'machine'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('fling', 'machine'), ('guard-swap', 'machine'), ('aqua-tail', 'tutor'), ('focus-blast', 'machine'), ('earth-power', 'machine'), ('giga-impact', 'machine'), ('mud-bomb', 19), ('stone-edge', 'machine'), ('captivate', 'machine'), ('sludge-wave', 'machine'), ('after-you', 'tutor'), ('round', 'machine'), ('scald', 'machine'), ('bulldoze', 'machine')]",[],14,750,2,"[('wooper', '', 0), ('quagsire', 'level-up(20)', 1)]"
195,espeon,196,65,130,60,95,110,65,psychic,psychic,"[('pay-day', 'machine'), ('cut', 'machine'), ('sand-attack', 8), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 1), ('double-edge', 'tutor'), ('tail-whip', 1), ('bite', 1), ('growl', 1), ('psybeam', 36), ('hyper-beam', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('confusion', 'level-up'), ('psychic', 'machine'), ('quick-attack', 23), ('mimic', 'tutor'), ('double-team', 'machine'), ('light-screen', 'machine'), ('reflect', 'machine'), ('focus-energy', 'machine'), ('swift', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('nightmare', 'machine'), ('snore', 'machine'), ('curse', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('zap-cannon', 'machine'), ('detect', 'machine'), ('endure', 'machine'), ('charm', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('baton-pass', 'machine'), ('iron-tail', 'machine'), ('morning-sun', 52), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('future-sight', 'machine'), ('facade', 'machine'), ('helping-hand', 'machine'), ('trick', 'machine'), ('magic-coat', 'tutor'), ('skill-swap', 'machine'), ('secret-power', 'machine'), ('hyper-voice', 'machine'), ('weather-ball', 'machine'), ('fake-tears', 'machine'), ('signal-beam', 'tutor'), ('covet', 'tutor'), ('calm-mind', 'machine'), ('natural-gift', 'machine'), ('copycat', 1), ('power-swap', 'machine'), ('last-resort', 'tutor'), ('giga-impact', 'machine'), ('zen-headbutt', 'machine'), ('trick-room', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('magic-room', 'machine'), ('round', 'machine'), ('echoed-voice', 'machine'), ('stored-power', 'machine'), ('ally-switch', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine')]",[],9,265,2,"[('eevee', '', 0), ('vaporeon', 'use-item/condition', 1), ('jolteon', 'use-item/condition', 1), ('flareon', 'use-item/condition', 1), ('espeon', 'level-up/condition', 1), ('umbreon', 'level-up/condition', 1), ('leafeon', 'level-up/condition,level-up/condition,level-up/condition,level-up,use-item/condition', 1), ('glaceon', 'level-up/condition,level-up/condition,level-up/condition,level-up,use-item/condition', 1), ('sylveon', 'level-up/condition,level-up/condition', 1)]"
196,umbreon,197,65,60,110,130,65,95,dark,dark,"[('pay-day', 'machine'), ('cut', 'machine'), ('sand-attack', 8), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 1), ('double-edge', 'tutor'), ('tail-whip', 1), ('bite', 1), ('growl', 1), ('hyper-beam', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('quick-attack', 23), ('mimic', 'tutor'), ('screech', 'machine'), ('double-team', 'machine'), ('confuse-ray', 30), ('focus-energy', 'machine'), ('swift', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('nightmare', 'machine'), ('snore', 'machine'), ('curse', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('feint-attack', 36), ('mud-slap', 'tutor'), ('zap-cannon', 'machine'), ('detect', 'machine'), ('endure', 'machine'), ('charm', 'machine'), ('swagger', 'machine'), ('mean-look', 42), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('baton-pass', 'machine'), ('pursuit', 'level-up'), ('iron-tail', 'machine'), ('moonlight', 52), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('helping-hand', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('hyper-voice', 'machine'), ('weather-ball', 'machine'), ('fake-tears', 'machine'), ('covet', 'tutor'), ('natural-gift', 'machine'), ('payback', 'machine'), ('assurance', 'machine'), ('copycat', 1), ('guard-swap', 'machine'), ('last-resort', 'tutor'), ('sucker-punch', 'tutor'), ('dark-pulse', 'machine'), ('giga-impact', 'machine'), ('captivate', 'machine'), ('wonder-room', 'machine'), ('foul-play', 'machine'), ('round', 'machine'), ('echoed-voice', 'machine'), ('stored-power', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine'), ('snarl', 'machine')]",[],10,270,2,"[('eevee', '', 0), ('vaporeon', 'use-item/condition', 1), ('jolteon', 'use-item/condition', 1), ('flareon', 'use-item/condition', 1), ('espeon', 'level-up/condition', 1), ('umbreon', 'level-up/condition', 1), ('leafeon', 'level-up/condition,level-up/condition,level-up/condition,level-up,use-item/condition', 1), ('glaceon', 'level-up/condition,level-up/condition,level-up/condition,level-up,use-item/condition', 1), ('sylveon', 'level-up/condition,level-up/condition', 1)]"
197,murkrow,198,85,85,42,42,91,60,dark,flying,"[('wing-attack', 'egg'), ('whirlwind', 'egg'), ('fly', 'machine'), ('double-edge', 'tutor'), ('peck', 1), ('drill-peck', 'egg'), ('thunder-wave', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('quick-attack', 'egg'), ('night-shade', 26), ('mimic', 'tutor'), ('screech', 'egg'), ('double-team', 'machine'), ('confuse-ray', 'egg'), ('haze', 16), ('mirror-move', 'egg'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('nightmare', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('feint-attack', 'egg'), ('mud-slap', 'tutor'), ('perish-song', 'egg'), ('icy-wind', 'tutor'), ('detect', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('mean-look', 41), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 11), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('torment', 'machine'), ('flatter', 'egg'), ('facade', 'machine'), ('taunt', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('feather-dance', 'egg'), ('astonish', 9), ('air-cutter', 'tutor'), ('aerial-ace', 'machine'), ('calm-mind', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('payback', 'machine'), ('assurance', 'egg'), ('embargo', 'machine'), ('psycho-shift', 'egg'), ('punishment', 'egg'), ('sucker-punch', 'tutor'), ('dark-pulse', 'machine'), ('brave-bird', 'egg'), ('defog', 'tutor'), ('captivate', 'machine'), ('ominous-wind', 'tutor'), ('foul-play', 'tutor'), ('round', 'machine'), ('quash', 'machine'), ('retaliate', 'machine'), ('snarl', 'machine')]",[],5,21,2,"[('murkrow', '', 0), ('honchkrow', 'use-item/condition', 1)]"
198,slowking,199,75,100,80,110,30,95,water,psychic,"[('mega-punch', 'machine'), ('pay-day', 'machine'), ('ice-punch', 'machine'), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('growl', 6), ('disable', 29), ('flamethrower', 'machine'), ('water-gun', 15), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('hyper-beam', 'machine'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('thunder-wave', 'machine'), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('confusion', 20), ('psychic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('light-screen', 'machine'), ('fire-blast', 'machine'), ('swift', 'machine'), ('amnesia', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('tri-attack', 'machine'), ('substitute', 'machine'), ('nightmare', 'machine'), ('snore', 'machine'), ('curse', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('zap-cannon', 'machine'), ('icy-wind', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('dynamic-punch', 'tutor'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('future-sight', 'machine'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('hail', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('trick', 'machine'), ('magic-coat', 'tutor'), ('recycle', 'tutor'), ('brick-break', 'machine'), ('yawn', 1), ('skill-swap', 'machine'), ('imprison', 'machine'), ('secret-power', 'machine'), ('dive', 'machine'), ('slack-off', 33), ('weather-ball', 'machine'), ('signal-beam', 'tutor'), ('muddy-water', 'machine'), ('iron-defense', 'machine'), ('block', 'tutor'), ('mud-shot', 'machine'), ('calm-mind', 'machine'), ('water-pulse', 'tutor'), ('brine', 'machine'), ('natural-gift', 'machine'), ('fling', 'machine'), ('trump-card', 53), ('aqua-tail', 'tutor'), ('power-gem', 'machine'), ('drain-punch', 'machine'), ('focus-blast', 'machine'), ('giga-impact', 'machine'), ('nasty-plot', 'machine'), ('avalanche', 'machine'), ('zen-headbutt', 'machine'), ('trick-room', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('wonder-room', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('foul-play', 'machine'), ('after-you', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('stored-power', 'machine'), ('ally-switch', 'tutor'), ('scald', 'machine'), ('heal-pulse', 58), ('incinerate', 'machine'), ('quash', 'machine'), ('bulldoze', 'machine'), ('dragon-tail', 'machine'), ('razor-shell', 'machine')]",[],20,795,2,"[('slowpoke', '', 0), ('slowbro', 'level-up(37),use-item/condition', 1), ('slowking', 'trade/condition,use-item/condition', 1)]"
